School Name,Rk,Gtm,Location,Opp,Type_adv,Score Rslt_adv,Score Tm_adv,Score Opp_adv,Score OT_adv,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA,_bas,Type_bas,Score Rslt_bas,Score Tm_bas,Score Opp_bas,Score OT_bas,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF
SOUTH CAROLINA STATE,28.5,28.5,,,,,83.0,69.9,,113.66,95.59,72.15,0.4475999999999999,0.3375,0.5939,55.529999999999994,66.11,12.85,11.57,0.5467,16.169999999999998,40.239999999999995,0.3517,0.47830000000000006,19.16,59.760000000000005,0.2915,,,,83.0,69.9,,27.6,58.1,0.4757999999999999,8.1,19.5,0.4123,19.5,38.6,0.5006,0.5467,19.7,25.0,0.7851000000000001,11.3,21.3,32.6,18.3,9.4,4.6,13.6,19.6,24.5,56.8,0.4347,4.9,16.0,0.31920000000000004,19.6,40.8,0.4817,0.47830000000000006,16.0,22.6,0.7061,9.6,16.9,26.5,13.0,7.2,3.0,15.9,19.5
SOUTH CAROLINA UPSTATE,27.5,27.5,,,,,74.9,85.2,,99.39000000000001,112.89000000000001,75.42999999999999,0.2888,0.4037,0.5273,42.55,48.870000000000005,12.41,7.410000000000001,0.5077999999999999,15.069999999999999,22.09,0.18380000000000002,0.5478000000000001,15.750000000000004,77.91,0.3177,,,,74.9,85.2,,27.7,62.5,0.4436,8.1,25.1,0.32420000000000004,19.6,37.4,0.5313999999999999,0.5077999999999999,11.4,17.9,0.6312,7.6,20.0,27.6,13.5,9.4,2.8,12.6,19.2,29.6,60.8,0.48530000000000006,7.4,22.3,0.32510000000000006,22.2,38.5,0.5744999999999999,0.5478000000000001,18.6,23.7,0.772,10.8,26.5,37.3,12.4,8.2,3.2,13.6,16.4
SOUTH DAKOTA,28.5,28.5,,,,,83.1,83.7,,107.11999999999998,107.85,77.78,0.4277,0.40709999999999996,0.5313999999999999,45.03,35.879999999999995,10.489999999999998,7.08,0.4798000000000001,9.569999999999997,22.43,0.3188,0.5278999999999999,14.930000000000001,77.57000000000001,0.2762,,,,83.1,83.7,,27.1,65.1,0.41659999999999997,8.2,26.4,0.3069,18.9,38.7,0.4867,0.4798000000000001,20.7,27.8,0.7427,8.6,23.0,31.6,9.8,8.2,2.8,8.3,19.4,29.7,62.9,0.4725999999999999,6.9,23.1,0.3005999999999999,22.8,39.8,0.5730000000000001,0.5278999999999999,17.4,23.4,0.7463,9.6,29.2,38.8,14.1,4.9,3.4,13.1,21.4
SOUTH DAKOTA STATE,28.5,28.333333333333332,,,,,79.44444444444444,79.55555555555556,,111.11111111111113,111.57777777777778,71.25555555555555,0.3814444444444444,0.36511111111111105,0.5584444444444445,58.41111111111112,49.23333333333332,4.911111111111111,6.288888888888888,0.5226666666666667,14.311111111111112,33.58888888888888,0.27811111111111114,0.5506666666666666,9.47777777777778,66.41111111111111,0.211,,,,79.44444444444444,79.55555555555556,,27.444444444444443,60.44444444444444,0.4568888888888888,7.888888888888889,22.22222222222222,0.36911111111111117,19.555555555555557,38.22222222222222,0.5095555555555555,0.5226666666666667,16.666666666666668,22.77777777777778,0.7206666666666668,10.88888888888889,26.0,36.888888888888886,13.222222222222221,3.4444444444444446,2.111111111111111,11.88888888888889,15.666666666666666,28.22222222222222,60.55555555555556,0.4662222222222222,10.222222222222221,27.333333333333332,0.3781111111111112,18.0,33.22222222222222,0.5392222222222222,0.5506666666666666,12.88888888888889,16.22222222222222,0.7701111111111111,5.222222222222222,21.11111111111111,26.333333333333332,10.0,7.555555555555555,3.6666666666666665,7.222222222222222,19.333333333333332
SOUTH FLORIDA,27.5,27.5,,,,,71.8,76.7,,97.8,104.85,71.51000000000002,0.37920000000000004,0.3371,0.5084000000000001,44.25,53.95,11.71,11.860000000000003,0.4707,12.56,22.580000000000002,0.2617,0.4869,15.24,77.41999999999999,0.2858,,,,71.8,76.7,,25.4,60.1,0.42510000000000003,5.6,20.2,0.2688,19.8,39.9,0.5095999999999999,0.4707,15.4,22.3,0.6980000000000001,8.3,23.6,31.9,13.9,8.4,4.4,10.2,17.8,25.6,61.5,0.4197,8.1,22.2,0.3571,17.5,39.3,0.4473,0.4869,17.4,24.2,0.7269,11.8,27.5,39.3,12.2,6.4,4.9,12.8,18.1
SOUTHEAST MISSOURI STATE,28.5,28.5,,,,,72.7,63.2,,104.5,90.83,69.61,0.2645,0.372,0.5555999999999999,50.16,48.8,11.83,9.73,0.5283,13.539999999999997,21.19,0.1925,0.43870000000000003,17.020000000000003,78.81,0.274,,,,72.7,63.2,,27.2,58.3,0.4633,7.6,21.6,0.3539,19.6,36.7,0.5213,0.5283,10.7,14.7,0.7454000000000001,6.0,24.7,30.7,13.0,8.2,3.9,10.3,16.9,22.1,54.8,0.40259999999999996,4.0,14.8,0.2626,18.1,40.0,0.4552999999999999,0.43870000000000003,15.0,20.5,0.7297,8.1,23.0,31.1,8.0,6.4,3.4,13.2,15.0
SOUTHEASTERN LOUISIANA,27.5,27.5,,,,,73.6,72.7,,110.05999999999999,108.89000000000001,65.17,0.38170000000000004,0.30430000000000007,0.5263,52.45,41.89,9.11,7.849999999999999,0.4803,10.83,34.3,0.285,0.543,13.969999999999999,65.7,0.20700000000000002,,,,73.6,72.7,,25.7,59.4,0.43289999999999995,5.7,18.0,0.2932,20.0,41.4,0.48930000000000007,0.4803,16.5,22.2,0.7358,11.6,22.2,33.8,10.8,6.0,2.5,8.5,15.2,26.1,56.7,0.4636,9.0,23.7,0.38180000000000003,17.1,33.0,0.5264,0.543,11.5,16.8,0.6971999999999999,8.4,22.4,30.8,13.1,4.8,3.7,10.4,17.9
SOUTHERN,27.5,27.5,,,,,71.1,65.9,,102.34,94.64000000000001,68.95,0.4393999999999999,0.317,0.5139,55.220000000000006,46.90999999999999,11.71,9.430000000000001,0.47830000000000006,13.940000000000001,35.03,0.2914,0.4707,17.369999999999997,64.97,0.30080000000000007,,,,71.1,65.9,,24.3,58.0,0.4236000000000001,6.1,18.1,0.3395,18.2,39.9,0.4629,0.47830000000000006,16.4,24.6,0.6891,11.6,24.3,35.9,11.2,8.2,3.4,11.4,17.9,22.0,53.5,0.4144,6.0,20.0,0.2864,16.0,33.5,0.49349999999999994,0.4707,15.9,22.4,0.7141,7.5,21.4,28.9,13.1,6.2,5.1,13.5,19.9
SOUTHERN CALIFORNIA,29.5,29.0,,,,,76.44444444444444,81.88888888888889,,108.30000000000001,116.11111111111111,68.72222222222223,0.33199999999999996,0.3645555555555556,0.5891111111111111,50.43333333333333,55.23333333333333,10.066666666666668,8.899999999999999,0.5511111111111111,17.62222222222222,30.388888888888882,0.26822222222222225,0.5691111111111111,14.466666666666665,69.61111111111111,0.2581111111111111,,,,76.44444444444444,81.88888888888889,,26.88888888888889,56.55555555555556,0.478,8.11111111111111,20.444444444444443,0.40233333333333327,18.77777777777778,36.111111111111114,0.5252222222222223,0.5511111111111111,14.555555555555555,18.11111111111111,0.7971111111111111,8.777777777777779,19.77777777777778,28.555555555555557,14.777777777777779,7.111111111111111,3.3333333333333335,14.0,17.11111111111111,29.22222222222222,59.333333333333336,0.495,8.555555555555555,22.555555555555557,0.3872222222222222,20.666666666666668,36.77777777777778,0.5587777777777777,0.5691111111111111,14.88888888888889,19.22222222222222,0.755,9.11111111111111,19.444444444444443,28.555555555555557,17.77777777777778,8.444444444444445,4.111111111111111,11.444444444444445,16.333333333333332
SOUTHERN ILLINOIS,28.5,28.5,,,,,72.2,75.1,,105.06999999999998,109.8,68.42,0.3261,0.35520000000000007,0.5565000000000001,53.11,53.080000000000005,7.220000000000001,8.6,0.5368999999999999,14.540000000000001,27.49,0.2124,0.515,10.03,72.51,0.20820000000000002,,,,72.2,75.1,,26.2,56.1,0.4649,8.1,19.8,0.3863,18.1,36.3,0.4887,0.5368999999999999,11.7,18.0,0.653,8.4,25.7,34.1,13.8,5.0,3.0,10.9,16.3,26.6,60.8,0.43739999999999996,9.4,25.9,0.35849999999999993,17.2,34.9,0.49539999999999995,0.515,12.5,17.9,0.6966,7.4,22.6,30.0,14.3,7.1,2.7,7.8,16.9
SOUTHERN INDIANA,25.5,25.5,,,,,66.8,74.9,,96.67000000000002,108.75,68.27000000000001,0.2534,0.3578,0.4993,46.8,47.23,8.49,6.720000000000001,0.4654000000000001,13.6,24.449999999999996,0.1888,0.5237999999999999,13.16,75.54999999999998,0.2112,,,,66.8,74.9,,24.1,59.8,0.40259999999999996,7.5,21.3,0.3564,16.6,38.5,0.43079999999999996,0.4654000000000001,11.1,14.9,0.7380000000000001,8.1,22.6,30.7,11.1,5.9,2.8,10.5,17.0,27.6,59.9,0.46349999999999997,7.2,19.8,0.36300000000000004,20.4,40.1,0.5089,0.5237999999999999,12.5,18.6,0.6812,10.2,25.1,35.3,12.6,7.4,2.9,10.5,14.8
SOUTHERN METHODIST,30.5,30.5,,,,,74.4,71.1,,108.3,103.79,68.65,0.38079999999999997,0.327,0.5657,54.79,53.660000000000004,13.0,11.09,0.5405,15.440000000000003,33.35,0.2591,0.5187999999999999,16.09,66.66,0.24630000000000002,,,,74.4,71.1,,26.7,55.7,0.4805,6.7,18.3,0.3687,20.0,37.4,0.5340999999999999,0.5405,14.3,21.1,0.6874,9.7,23.0,32.7,14.4,8.9,3.4,12.0,16.7,24.6,55.3,0.4438000000000001,8.3,23.9,0.3441,16.3,31.4,0.5203,0.5187999999999999,13.6,19.1,0.7426,7.4,19.6,27.0,15.4,6.7,3.6,12.3,18.5
SOUTHERN MISSISSIPPI,28.5,28.5,,,,,68.3,76.7,,95.21000000000001,106.39000000000001,71.8,0.3448,0.37699999999999995,0.5136000000000001,45.07000000000001,57.36,9.43,8.610000000000001,0.4787,14.8,20.72,0.23949999999999996,0.506,12.59,79.28,0.25670000000000004,,,,68.3,76.7,,24.4,57.6,0.4263,6.0,21.7,0.2664,18.4,35.9,0.5259,0.4787,13.5,19.5,0.7148,6.8,22.3,29.1,14.3,6.8,3.1,11.6,16.8,27.0,60.5,0.4457,7.4,23.4,0.3127,19.6,37.1,0.5248999999999999,0.506,15.3,22.6,0.6675000000000001,9.5,26.0,35.5,15.0,8.0,2.7,10.2,15.7
SOUTHERN UTAH,26.5,26.5,,,,,63.6,74.4,,89.38000000000001,104.24000000000001,71.26,0.3953,0.2839,0.4798,50.95,47.559999999999995,6.18,9.120000000000001,0.42990000000000006,17.950000000000003,29.4,0.28650000000000003,0.5155000000000001,13.439999999999998,70.61,0.2631,,,,63.6,74.4,,21.7,56.0,0.3887,4.7,16.0,0.28950000000000004,17.0,40.0,0.42469999999999997,0.42990000000000006,15.5,21.4,0.7227,9.5,22.4,31.9,10.0,4.4,4.0,14.5,19.2,27.0,58.1,0.4683999999999999,5.4,15.4,0.3498,21.6,42.7,0.5045999999999999,0.5155000000000001,15.0,22.3,0.6752,8.0,23.2,31.2,12.9,9.6,3.6,10.6,19.8
ST. BONAVENTURE,29.5,29.5,,,,,63.9,67.0,,95.25,99.82000000000001,67.14000000000001,0.2576,0.35619999999999996,0.49779999999999996,45.31,45.33,12.280000000000001,8.43,0.46580000000000005,12.68,21.52,0.18950000000000003,0.49240000000000006,16.470000000000002,78.47999999999999,0.19770000000000004,,,,63.9,67.0,,23.8,57.5,0.4159,5.6,20.4,0.27599999999999997,18.2,37.1,0.49219999999999986,0.46580000000000005,10.7,14.5,0.7514000000000001,7.1,21.9,29.0,10.7,8.2,2.6,9.4,14.5,24.2,56.8,0.4257000000000001,7.6,25.3,0.30210000000000004,16.6,31.5,0.5319,0.49240000000000006,11.0,15.8,0.7021000000000001,9.4,25.7,35.1,13.3,6.9,3.7,12.7,13.6
ST. JOHN'S (NY),31.5,31.5,,,,,79.2,66.2,,111.52000000000001,92.85,70.31,0.3055,0.3044,0.5283,54.0,53.0,10.76,12.17,0.4946,11.35,38.67,0.2178,0.4439,15.539999999999997,61.35,0.22010000000000002,,,,79.2,66.2,,29.3,66.2,0.44510000000000005,6.5,20.2,0.32389999999999997,22.8,46.0,0.4991,0.4946,14.1,19.7,0.7232,14.3,24.5,38.8,15.7,7.7,4.1,9.6,17.5,23.4,60.1,0.3922,6.2,26.0,0.23249999999999998,17.2,34.1,0.49479999999999996,0.4439,13.2,19.8,0.6727999999999998,10.7,22.5,33.2,12.8,6.3,3.9,12.7,16.7
ST. THOMAS,29.5,29.5,,,,,79.7,76.4,,114.32000000000001,109.06000000000002,69.77000000000001,0.3827,0.4699999999999999,0.6025,45.480000000000004,51.15,10.3,9.39,0.5666,11.4,18.78,0.2957,0.5378000000000001,15.779999999999998,81.22,0.29079999999999995,,,,79.7,76.4,,26.9,56.4,0.47940000000000005,9.7,26.6,0.38079999999999997,17.2,29.8,0.5719,0.5666,16.2,20.8,0.7943,5.5,21.2,26.7,13.8,7.2,3.2,8.5,18.6,26.2,56.2,0.469,7.8,22.2,0.3524,18.4,34.0,0.5345,0.5378000000000001,16.2,20.5,0.7811,8.1,24.0,32.1,12.0,4.4,3.3,12.4,18.7
STANFORD,30.5,30.5,,,,,70.2,71.4,,105.33,107.30999999999999,66.58,0.2549,0.4325,0.5483,47.58,53.11,9.320000000000002,10.77,0.5121000000000001,13.049999999999997,24.859999999999996,0.20400000000000001,0.5114,13.540000000000001,75.14000000000001,0.221,,,,70.2,71.4,,24.6,57.2,0.43010000000000004,9.4,24.8,0.3812,15.2,32.4,0.4689000000000001,0.5121000000000001,11.6,14.5,0.8192999999999999,7.7,21.7,29.4,13.1,6.2,4.2,9.6,17.0,26.1,57.4,0.4523,6.8,19.8,0.33499999999999996,19.3,37.6,0.5168999999999999,0.5114,12.4,18.0,0.7122,9.1,22.9,32.0,10.2,5.4,1.3,10.3,14.5
STEPHEN F. AUSTIN,26.5,26.5,,,,,71.0,75.7,,99.57999999999998,106.2,70.28,0.25870000000000004,0.38589999999999997,0.5096,49.010000000000005,50.15,10.620000000000001,9.72,0.4826,15.040000000000001,30.880000000000003,0.1823,0.5218999999999999,15.05,69.12,0.21150000000000002,,,,71.0,75.7,,26.1,62.2,0.4218,7.6,24.3,0.3161,18.5,37.9,0.4854,0.4826,11.2,15.8,0.713,10.6,22.3,32.9,13.3,7.5,3.9,12.3,14.5,27.4,60.5,0.4551,8.2,21.6,0.3664,19.2,38.9,0.4965,0.5218999999999999,12.7,17.5,0.7171000000000001,10.1,24.3,34.4,15.2,8.7,3.2,12.1,14.8
STETSON,27.5,27.5,,,,,66.6,79.3,,98.71000000000001,117.80999999999999,67.57,0.2939,0.3528,0.5318999999999999,46.17,42.61,6.17,8.649999999999999,0.4983000000000001,14.1,19.560000000000002,0.2171,0.5436,9.419999999999998,80.44000000000001,0.20259999999999997,,,,66.6,79.3,,24.3,55.1,0.4424,6.2,19.5,0.3186,18.1,35.6,0.5115000000000001,0.4983000000000001,11.8,16.0,0.7340000000000001,5.7,22.0,27.7,10.5,4.2,3.1,10.3,13.7,28.9,62.0,0.4671,9.4,27.1,0.34850000000000003,19.5,34.9,0.5650000000000001,0.5436,12.1,15.8,0.7617,9.0,23.9,32.9,16.3,6.7,2.7,7.3,15.8
STONEHILL,27.5,27.5,,,,,66.7,70.3,,104.02000000000001,109.23000000000002,64.33000000000001,0.3317,0.4373,0.5478,52.39,59.61,8.82,5.94,0.5085000000000001,16.020000000000003,29.529999999999994,0.2612,0.5281,12.3,70.47,0.1908,,,,66.7,70.3,,22.7,52.7,0.4325,7.9,22.9,0.3331,14.8,29.8,0.49539999999999995,0.5085000000000001,13.4,17.2,0.732,8.4,22.4,30.8,13.3,5.7,2.4,11.7,15.0,26.5,56.6,0.47020000000000006,6.6,16.7,0.37160000000000004,19.9,39.9,0.4965,0.5281,10.7,14.9,0.6853,8.1,20.2,28.3,11.8,7.1,3.1,8.9,14.5
STONY BROOK,27.5,27.5,,,,,66.5,72.7,,103.46000000000001,113.03,64.25,0.322,0.3995,0.5322,45.86,51.48,6.4799999999999995,6.290000000000001,0.5013000000000001,13.749999999999996,24.080000000000002,0.23369999999999996,0.548,11.39,75.92,0.19450000000000003,,,,66.5,72.7,,23.1,54.4,0.42540000000000006,8.2,21.8,0.3802,14.9,32.6,0.45150000000000007,0.5013000000000001,12.1,16.8,0.7232000000000001,7.6,19.8,27.4,11.7,4.2,2.0,9.9,14.6,26.4,57.3,0.4655,9.3,25.0,0.38029999999999997,17.1,32.3,0.5363,0.548,10.6,14.5,0.7134999999999999,8.6,23.8,32.4,15.4,6.1,3.8,8.2,15.0
SYRACUSE,28.5,28.5,,,,,77.7,78.8,,108.62,110.4,68.03999999999999,0.3573,0.3063,0.5618,53.57000000000001,52.93000000000001,7.670000000000002,5.65,0.5283,14.800000000000002,30.639999999999997,0.2606,0.5541,13.210000000000003,69.37,0.26389999999999997,,,,77.7,78.8,,27.9,59.3,0.4732,6.5,18.1,0.351,21.4,41.2,0.5124000000000001,0.5283,15.4,21.1,0.7461,9.2,23.6,32.8,14.6,5.5,2.2,11.9,17.5,28.2,58.0,0.48980000000000007,7.6,19.9,0.3724,20.6,38.1,0.5395,0.5541,14.8,21.5,0.6951,7.8,21.0,28.8,12.9,7.4,4.1,10.4,17.2
TARLETON STATE,27.5,27.5,,,,,60.1,67.1,,90.08000000000001,101.24,66.55000000000001,0.4162,0.24780000000000002,0.49939999999999996,48.47,49.02,11.930000000000001,13.62,0.44919999999999993,18.58,25.880000000000003,0.3017,0.5041,18.259999999999998,74.12,0.3548,,,,60.1,67.1,,21.0,50.5,0.4152,3.4,12.4,0.26430000000000003,17.6,38.1,0.45759999999999995,0.44919999999999993,14.7,20.5,0.6936,7.7,19.4,27.1,10.4,8.0,4.1,13.8,19.5,21.8,49.5,0.4417000000000001,6.4,19.5,0.3061,15.4,30.0,0.5153999999999999,0.5041,17.1,23.5,0.7174999999999999,7.5,21.3,28.8,13.9,6.9,4.9,13.6,19.9
TCU,27.5,27.5,,,,,65.6,72.2,,95.09,105.25999999999999,68.83,0.35239999999999994,0.3255,0.4795,50.11000000000001,46.07,11.72,10.87,0.4457000000000001,15.41,31.6,0.2307,0.5307999999999999,16.32,68.39999999999999,0.22800000000000004,,,,65.6,72.2,,23.6,58.6,0.40149999999999997,5.2,19.1,0.2666,18.4,39.5,0.4665,0.4457000000000001,13.2,20.3,0.6565,11.1,20.9,32.0,11.0,8.0,3.8,12.4,16.5,25.7,56.4,0.45940000000000003,7.9,23.0,0.3439,17.8,33.4,0.5372,0.5307999999999999,12.9,16.6,0.7692,8.6,23.4,32.0,15.6,7.1,3.6,12.4,16.0
TEMPLE,27.5,27.5,,,,,75.5,79.5,,107.72,113.08000000000001,67.69,0.4665000000000001,0.3023,0.5407,49.81999999999999,42.790000000000006,7.909999999999999,9.1,0.4885,11.5,27.500000000000007,0.3452,0.5331,11.03,72.50000000000001,0.28709999999999997,,,,75.5,79.5,,25.0,58.1,0.4351999999999999,6.0,17.3,0.3511,19.0,40.8,0.4721,0.4885,19.5,26.2,0.7548999999999999,8.5,22.2,30.7,10.6,5.7,3.5,9.0,18.6,28.1,58.9,0.4763,6.8,20.3,0.3242999999999999,21.3,38.6,0.5542,0.5331,16.5,22.6,0.7289999999999999,9.0,22.5,31.5,15.9,6.5,3.8,8.8,19.2
TENNESSEE,31.5,31.5,,,,,74.6,69.0,,113.88999999999999,104.97,65.65,0.44769999999999993,0.4466,0.5788999999999999,50.8,59.629999999999995,9.82,12.0,0.5347,11.95,30.320000000000004,0.33490000000000003,0.4734,12.16,69.67999999999999,0.25220000000000004,,,,74.6,69.0,,24.3,53.3,0.4556,8.4,23.7,0.34859999999999997,15.9,29.6,0.5368,0.5347,17.6,23.7,0.7453000000000001,8.3,21.2,29.5,14.6,6.4,3.8,8.8,17.7,23.6,57.3,0.4109,7.1,24.9,0.2882,16.5,32.4,0.5117,0.4734,14.5,19.2,0.7421,9.3,19.5,28.8,12.1,5.7,2.6,9.1,19.8
TENNESSEE STATE,28.5,28.5,,,,,74.5,68.0,,107.69000000000001,98.16,69.19999999999999,0.485,0.34509999999999996,0.5666,54.839999999999996,49.56,10.03,13.420000000000002,0.5267000000000001,16.52,32.31,0.3435,0.47440000000000004,14.01,67.69000000000001,0.2561,,,,74.5,68.0,,25.0,53.8,0.4652,6.6,18.6,0.34750000000000003,18.4,35.2,0.521,0.5267000000000001,17.9,25.3,0.7143,10.0,24.8,34.8,12.1,6.9,4.5,13.0,17.2,23.2,56.9,0.40970000000000006,7.4,22.9,0.3202,15.8,34.0,0.4737,0.47440000000000004,14.2,21.2,0.6830999999999999,8.3,20.3,28.6,12.1,7.2,3.7,10.9,19.4
TENNESSEE TECH,27.5,27.5,,,,,69.7,72.4,,100.41,104.34,68.61999999999999,0.3052,0.47990000000000005,0.5375,49.19,59.81999999999999,9.8,6.390000000000001,0.5115999999999999,14.739999999999998,21.919999999999998,0.20739999999999997,0.5151,12.69,78.08,0.1472,,,,69.7,72.4,,24.2,56.9,0.4272,9.5,27.3,0.34320000000000006,14.7,29.6,0.4907,0.5115999999999999,11.8,17.3,0.6874,7.3,25.1,32.4,14.3,6.9,2.5,11.1,11.9,28.0,61.8,0.4549999999999999,7.4,21.8,0.3442,20.6,40.0,0.5184,0.5151,9.0,12.4,0.7331000000000001,7.7,25.4,33.1,11.9,7.2,2.9,9.9,14.6
TENNESSEE-MARTIN,28.5,28.5,,,,,69.4,68.9,,103.80999999999999,103.50999999999999,66.05,0.3595,0.4423,0.5195000000000001,51.54,52.08,11.18,9.64,0.4909,14.91,32.779999999999994,0.2386,0.5075,14.919999999999998,67.22999999999999,0.2425,,,,69.4,68.9,,24.0,57.1,0.42110000000000003,8.0,25.3,0.3087,16.0,31.8,0.5109000000000001,0.4909,13.4,20.1,0.6759,11.0,23.1,34.1,12.8,7.5,2.6,11.7,15.8,22.7,55.1,0.41370000000000007,10.3,27.5,0.3773,12.4,27.6,0.44960000000000006,0.5075,13.2,18.8,0.724,9.0,22.5,31.5,13.7,7.9,4.2,11.3,15.8
TEXAS,30.5,30.5,,,,,78.3,81.9,,106.50999999999999,111.88000000000002,70.07,0.40360000000000007,0.33699999999999997,0.5477,49.78,42.43,7.589999999999999,11.7,0.5029,12.809999999999999,28.25,0.2998,0.5069,11.540000000000001,71.75,0.37470000000000003,,,,78.3,81.9,,26.7,60.2,0.4444,7.1,20.3,0.3463,19.6,39.9,0.4937,0.5029,17.8,23.9,0.7542,9.3,23.7,33.0,11.4,5.6,4.3,10.4,22.6,26.2,59.5,0.44410000000000005,7.5,22.5,0.3324,18.7,37.0,0.5105000000000001,0.5069,22.0,30.5,0.7178,9.4,23.8,33.2,13.0,6.8,3.4,9.8,20.4
TEXAS A&M,29.5,29.5,,,,,74.3,76.3,,105.55999999999999,107.77000000000001,68.82000000000001,0.4194,0.3837,0.5073000000000001,54.330000000000005,47.05,9.76,10.3,0.4589,13.709999999999999,36.74,0.2993,0.5102,12.979999999999999,63.27,0.3085,,,,74.3,76.3,,24.5,61.0,0.40280000000000005,6.9,23.5,0.294,17.6,37.5,0.475,0.4589,18.4,25.8,0.7081,13.5,23.3,36.8,11.5,6.8,3.4,11.5,18.5,24.7,57.3,0.42940000000000006,9.2,24.3,0.3756,15.5,33.0,0.46620000000000006,0.5102,17.7,22.7,0.7760999999999999,8.2,22.9,31.1,15.4,8.1,5.7,9.9,20.9
TEXAS A&M-CORPUS CHRISTI,29.5,29.5,,,,,67.1,63.6,,105.10999999999999,99.7,63.84000000000001,0.3355,0.3231,0.5377,51.13,51.190000000000005,10.48,8.58,0.5151,13.49,28.380000000000003,0.2149,0.46979999999999994,14.219999999999999,71.61999999999999,0.2577,,,,67.1,63.6,,24.9,54.1,0.46180000000000004,5.7,17.4,0.3322,19.2,36.7,0.5295,0.5151,11.6,17.9,0.6466,8.3,22.7,31.0,12.9,6.7,3.0,9.8,16.4,21.6,53.4,0.40469999999999995,6.9,18.7,0.3672,14.7,34.7,0.42040000000000005,0.46979999999999994,13.5,19.5,0.6867,9.5,20.3,29.8,11.2,7.0,4.6,10.4,14.4
TEXAS SOUTHERN,27.5,27.5,,,,,71.1,64.4,,100.64,90.98999999999998,70.9,0.22680000000000003,0.38989999999999997,0.5256,52.64,50.489999999999995,11.53,8.930000000000001,0.506,17.740000000000002,35.22,0.1537,0.438,16.87,64.78,0.246,,,,71.1,64.4,,27.0,61.4,0.4418,7.8,24.0,0.3309,19.2,37.4,0.5121,0.506,9.3,13.7,0.6906,11.3,23.8,35.1,13.6,8.2,3.1,14.6,15.4,22.2,57.8,0.3841,6.2,21.5,0.2819,16.0,36.3,0.44279999999999997,0.438,13.8,20.0,0.6767,10.4,20.9,31.3,11.7,8.2,3.2,13.6,12.9
TEXAS STATE,27.5,27.5,,,,,75.0,76.1,,108.37,110.12,65.99,0.3108,0.298,0.5394,51.04,58.529999999999994,10.709999999999999,9.420000000000002,0.51,13.59,35.29,0.21949999999999997,0.48719999999999997,12.74,64.71000000000001,0.34390000000000004,,,,75.0,76.1,,27.7,60.7,0.4574,6.5,18.3,0.3545,21.2,42.4,0.5025999999999999,0.51,13.1,18.5,0.6900000000000001,11.5,22.1,33.6,16.1,7.4,3.5,10.9,18.8,24.7,58.3,0.4269,7.0,20.7,0.3604,17.7,37.6,0.4713,0.48719999999999997,19.7,25.6,0.7715,11.4,20.0,31.4,11.4,6.9,4.8,10.2,16.1
TEXAS TECH,30.5,30.5,,,,,76.9,69.0,,117.02000000000001,104.96,65.71000000000001,0.3075,0.5059,0.5612999999999999,50.85,59.58,6.660000000000001,9.0,0.5252999999999999,9.03,27.5,0.2331,0.48440000000000005,10.969999999999999,72.5,0.2459,,,,76.9,69.0,,26.2,60.0,0.43870000000000003,10.6,30.8,0.33549999999999996,15.6,29.2,0.5375,0.5252999999999999,13.9,18.4,0.7608,9.4,23.7,33.1,15.6,4.4,3.5,6.8,15.4,24.9,56.9,0.43709999999999993,5.4,17.8,0.3134,19.5,39.1,0.4944,0.48440000000000005,13.8,18.5,0.7423,8.6,23.5,32.1,11.5,4.3,2.5,8.2,16.2
TEXAS-RIO GRANDE VALLEY,26.5,26.5,,,,,73.9,77.2,,100.64,104.37,73.62000000000002,0.19090000000000001,0.48109999999999997,0.5417,46.69,62.14,11.309999999999999,8.21,0.5185,16.34,24.07,0.1421,0.49779999999999996,14.14,75.92999999999999,0.1972,,,,73.9,77.2,,27.3,62.7,0.43360000000000004,10.6,30.1,0.34890000000000004,16.7,32.6,0.4989,0.5185,8.7,11.7,0.6828000000000001,7.9,23.7,31.6,17.0,8.3,3.4,13.4,15.0,28.4,64.8,0.43740000000000007,7.8,22.7,0.3494,20.6,42.1,0.48920000000000013,0.49779999999999996,12.6,17.6,0.7113000000000002,11.7,24.3,36.0,15.4,7.6,3.5,12.0,11.8
